"","NIF","rendicionCuentasID","tipoYNombre","cumple2013","cumple2014","cumple2015"
"1531","P0940400E",1468,"Ayuntamiento Tosantos","TRUE","TRUE",NA
"1532","P0940600J",1469,"Ayuntamiento Trespaderne","TRUE","TRUE","TRUE"
"1533","P0940700H",1470,"Ayuntamiento Tubilla del Agua","TRUE","TRUE","TRUE"
"1534","P0940800F",1471,"Ayuntamiento Tubilla del Lago","TRUE","TRUE","TRUE"
"1535","P0941000B",1472,"Ayuntamiento Úrbel del Castillo","TRUE","TRUE","TRUE"
"1536","P0941200H",1473,"Ayuntamiento Vadocondes","TRUE","TRUE","TRUE"
"1537","P0941500A",1474,"Ayuntamiento Valdeande","TRUE","TRUE","TRUE"
"1538","P0941700G",1475,"Ayuntamiento Valdezate","TRUE","TRUE","TRUE"
"1539","P0941800E",1476,"Ayuntamiento Valdorros","TRUE","TRUE","TRUE"
"1540","P0941900C",1493,"Ayuntamiento Valmala","TRUE","TRUE","TRUE"
"1541","P0942000A",1477,"Ayuntamiento Vallarta de Bureba","TRUE","TRUE","TRUE"
"1542","P0942100I",1480,"Ayuntamiento Valle de Manzanedo","TRUE","TRUE","TRUE"
"1543","P0942200G",1481,"Ayuntamiento Valle de Mena","TRUE","TRUE","TRUE"
"1544","P0942300E",1482,"Ayuntamiento Valle de Oca","TRUE","TRUE",NA
"1545","P0942500J",1486,"Ayuntamiento Valle de Valdebezana","TRUE","TRUE","TRUE"
"1546","P0942600H",1487,"Ayuntamiento Valle de Valdelaguna","TRUE","TRUE",NA
"1547","P0942700F",1488,"Ayuntamiento Valle de Valdelucio","TRUE","TRUE","TRUE"
"1548","P0942800D",1489,"Ayuntamiento Valle de Zamanzas","TRUE","TRUE","TRUE"
"1549","P0942900B",1490,"Ayuntamiento Vallejera","TRUE","TRUE","TRUE"
"1550","P0943000J",1491,"Ayuntamiento Valles de Palenzuela","TRUE","TRUE","TRUE"
"1551","P0943100H",1492,"Ayuntamiento Valluércanes","TRUE","TRUE","TRUE"
"1552","P0943300D",1495,"Ayuntamiento La Vid y Barrios","TRUE","TRUE","TRUE"
"1553","P0943400B",1494,"Ayuntamiento La Vid de Bureba","TRUE","TRUE","TRUE"
"1554","P0943500I",1496,"Ayuntamiento Vileña","TRUE","TRUE","TRUE"
"1555","P0943600G",1534,"Ayuntamiento Viloria de Rioja","TRUE","TRUE","TRUE"
"1556","P0943700E",1535,"Ayuntamiento Vilviestre del Pinar","TRUE","TRUE","TRUE"
"1557","P0943900A",1497,"Ayuntamiento Villadiego","TRUE","TRUE",NA
"1558","P0944000I",1498,"Ayuntamiento Villaescusa de Roa","TRUE","TRUE","TRUE"
"1559","P0944100G",1499,"Ayuntamiento Villaescusa la Sombría","TRUE","TRUE","TRUE"
"1560","P0944200E",1500,"Ayuntamiento Villaespasa","TRUE","TRUE","TRUE"
"1561","P0944300C",1501,"Ayuntamiento Villafranca Montes de Oca","TRUE","TRUE",NA
"1562","P0944500H",1502,"Ayuntamiento Villafruela","TRUE","TRUE","TRUE"
"1563","P0944600F",1503,"Ayuntamiento Villagalijo","TRUE","TRUE","TRUE"
"1564","P0945100F",1506,"Ayuntamiento Villalba de Duero","TRUE","TRUE","TRUE"
"1565","P0945200D",1507,"Ayuntamiento Villalbilla de Burgos","TRUE","TRUE","TRUE"
"1566","P0945300B",1508,"Ayuntamiento Villalbilla de Gumiel","TRUE","TRUE","TRUE"
"1567","P0945500G",1509,"Ayuntamiento Villaldemiro","TRUE","TRUE","TRUE"
"1568","P0945600E",1510,"Ayuntamiento Villalmanzo","TRUE","TRUE","TRUE"
"1569","P0945800A",1511,"Ayuntamiento Villamayor de los Montes","TRUE","TRUE","TRUE"
"1570","P0945900I",1512,"Ayuntamiento Villamayor de Treviño","TRUE","TRUE","TRUE"
"1571","P0946000G",1513,"Ayuntamiento Villambistia","TRUE","TRUE",NA
"1572","P0946100E",1514,"Ayuntamiento Villamedianilla","TRUE","TRUE","TRUE"
"1573","P0946400I",1517,"Ayuntamiento Villanueva de Argaño","TRUE","TRUE","TRUE"
"1574","P0946500F",1518,"Ayuntamiento Villanueva de Carazo","TRUE","TRUE","TRUE"
"1575","P0946600D",1519,"Ayuntamiento Villanueva de Gumiel","TRUE","TRUE","TRUE"
"1576","P0947000F",1520,"Ayuntamiento Villanueva de Teba","TRUE","TRUE","TRUE"
"1577","P0947100D",1521,"Ayuntamiento Villaquirán de la Puebla","TRUE","TRUE","TRUE"
"1578","P0947200B",1522,"Ayuntamiento Villaquirán de los Infantes","TRUE","TRUE","TRUE"
"1579","P0947300J",1523,"Ayuntamiento Villarcayo de Merindad de Castilla la Vieja","TRUE","TRUE",NA
"1580","P0947400H",1524,"Ayuntamiento Villariezo","TRUE","TRUE","TRUE"
"1581","P0947700A",1525,"Ayuntamiento Villasandino","TRUE","TRUE","TRUE"
"1582","P0948000E",1526,"Ayuntamiento Villasur de Herreros","TRUE","TRUE","TRUE"
"1583","P0948100C",1527,"Ayuntamiento Villatuelda","TRUE","TRUE","TRUE"
"1584","P0948400G",1529,"Ayuntamiento Villaverde-Mogina","TRUE","TRUE","TRUE"
"1585","P0948800H",1530,"Ayuntamiento Villayerno Morquillas","TRUE","TRUE","TRUE"
"1586","P0948900F",1531,"Ayuntamiento Villazopeque","TRUE","TRUE","TRUE"
"1587","P0949000D",1532,"Ayuntamiento Villegas","TRUE","TRUE","TRUE"
"1588","P0949300H",1533,"Ayuntamiento Villoruebo","TRUE","TRUE","TRUE"
"1589","P0949600A",1536,"Ayuntamiento Vizcaínos","TRUE","TRUE","TRUE"
"1590","P0949800G",1537,"Ayuntamiento Zael","TRUE","TRUE","TRUE"
"1591","P0950000J",1538,"Ayuntamiento Zarzosa de Río Pisuerga","TRUE","TRUE","TRUE"
"1592","P0950100H",1539,"Ayuntamiento Zazuar","TRUE","TRUE","TRUE"
"1593","P0950300D",1540,"Ayuntamiento Zuñeda","TRUE","TRUE","TRUE"
"1594","P0950800C",1335,"Ayuntamiento Merindad de Río Ubierna","TRUE","TRUE","TRUE"
"1595","P1000006E",1699,"Ayuntamiento Rosalejo","TRUE","TRUE","TRUE"
"1596","P1000018J",1641,"Ayuntamiento Jaraíz de la Vera","TRUE","TRUE","TRUE"
"1597","P1000026C",1698,"Ayuntamiento Romangordo","TRUE","TRUE",NA
"1598","P1000100F",1541,"Ayuntamiento Abadía","TRUE","TRUE","TRUE"
"1599","P1000200D",1542,"Ayuntamiento Abertura","TRUE","TRUE","TRUE"
"1600","P1000400J",1543,"Ayuntamiento Acehúche","TRUE","TRUE","TRUE"
"1601","P1000600E",1545,"Ayuntamiento Ahigal","TRUE","TRUE","TRUE"
"1602","P1000700C",1546,"Ayuntamiento Albalá","TRUE","TRUE","TRUE"
"1603","P1000800A",1547,"Ayuntamiento Alcántara","TRUE","TRUE","TRUE"
"1604","P1000900I",1548,"Ayuntamiento Alcollarín","TRUE","TRUE","TRUE"
"1605","P1001000G",1549,"Ayuntamiento Alcuéscar","TRUE","TRUE","TRUE"
"1606","P1001100E",1552,"Ayuntamiento Aldeacentenera","TRUE","TRUE","TRUE"
"1607","P1001200C",1550,"Ayuntamiento Aldea del Cano","TRUE","TRUE","TRUE"
"1608","P1001300A",1551,"Ayuntamiento La Aldea del Obispo","TRUE","TRUE","TRUE"
"1609","P1001400I",1553,"Ayuntamiento Aldeanueva de la Vera","TRUE","TRUE",NA
"1610","P1001500F",1554,"Ayuntamiento Aldeanueva del Camino","TRUE","TRUE","TRUE"
"1611","P1001600D",1555,"Ayuntamiento Aldehuela de Jerte","TRUE","TRUE","TRUE"
"1612","P1001700B",1556,"Ayuntamiento Alía","TRUE","TRUE","TRUE"
"1613","P1001800J",1557,"Ayuntamiento Aliseda","TRUE","TRUE","TRUE"
"1614","P1001900H",1558,"Ayuntamiento Almaraz","TRUE",NA,NA
"1615","P1002200B",1560,"Ayuntamiento Arroyo de la Luz","TRUE","TRUE","TRUE"
"1616","P1002300J",1561,"Ayuntamiento Arroyomolinos de la Vera","TRUE","TRUE","TRUE"
"1617","P1002500E",1562,"Ayuntamiento Baños de Montemayor","TRUE","TRUE","TRUE"
"1618","P1002600C",1563,"Ayuntamiento Barrado","TRUE","TRUE",NA
"1619","P1002700A",1564,"Ayuntamiento Belvís de Monroy","TRUE","TRUE","TRUE"
"1620","P1002800I",1565,"Ayuntamiento Benquerencia","TRUE","TRUE","TRUE"
"1621","P1002900G",1566,"Ayuntamiento Berrocalejo","TRUE","TRUE","TRUE"
"1622","P1003000E",1567,"Ayuntamiento Berzocana","TRUE","TRUE","TRUE"
"1623","P1003100C",1568,"Ayuntamiento Bohonal de Ibor","TRUE",NA,"TRUE"
"1624","P1003200A",1569,"Ayuntamiento Botija","TRUE","TRUE","TRUE"
"1625","P1003300I",1570,"Ayuntamiento Brozas","TRUE","TRUE","TRUE"
"1626","P1003400G",1571,"Ayuntamiento Cabañas del Castillo","TRUE","TRUE",NA
"1627","P1003600B",1573,"Ayuntamiento Cabezuela del Valle","TRUE","TRUE","TRUE"
"1628","P1003700J",1574,"Ayuntamiento Cabrero","TRUE",NA,NA
"1629","P1003900F",1576,"Ayuntamiento Cachorrilla","TRUE","TRUE","TRUE"
"1630","P1004000D",1577,"Ayuntamiento Cadalso","TRUE","TRUE","TRUE"
"1631","P1004100B",1578,"Ayuntamiento Calzadilla","TRUE","TRUE","TRUE"
"1632","P1004200J",1579,"Ayuntamiento Caminomorisco","TRUE","TRUE","TRUE"
"1633","P1004400F",1581,"Ayuntamiento Campo Lugar","TRUE","TRUE","TRUE"
"1634","P1004500C",1582,"Ayuntamiento Cañamero","TRUE","TRUE",NA
"1635","P1004600A",1583,"Ayuntamiento Cañaveral","TRUE","TRUE","TRUE"
"1636","P1004700I",1584,"Ayuntamiento Carbajo","TRUE","TRUE","TRUE"
"1637","P1004800G",1585,"Ayuntamiento Carcaboso","TRUE","TRUE","TRUE"
"1638","P1004900E",1586,"Ayuntamiento Carrascalejo","TRUE","TRUE","TRUE"
"1639","P1005100A",1588,"Ayuntamiento Casar de Palomero","TRUE","TRUE","TRUE"
"1640","P1005200I",1589,"Ayuntamiento Casares de las Hurdes","TRUE","TRUE","TRUE"
"1641","P1005300G",1590,"Ayuntamiento Casas de Don Antonio","TRUE","TRUE","TRUE"
"1642","P1005400E",1591,"Ayuntamiento Casas de Don Gómez","TRUE","TRUE","TRUE"
"1643","P1005500B",1594,"Ayuntamiento Casas del Castañar","TRUE",NA,NA
"1644","P1005600J",1595,"Ayuntamiento Casas del Monte","TRUE","TRUE","TRUE"
"1645","P1005700H",1592,"Ayuntamiento Casas de Millán","TRUE","TRUE","TRUE"
"1646","P1005800F",1593,"Ayuntamiento Casas de Miravete","TRUE","TRUE","TRUE"
"1647","P1005900D",1596,"Ayuntamiento Casatejada","TRUE","TRUE","TRUE"
"1648","P1006000B",1597,"Ayuntamiento Casillas de Coria","TRUE","TRUE","TRUE"
"1649","P1006100J",1598,"Ayuntamiento Castañar de Ibor","TRUE","TRUE","TRUE"
"1650","P1006200H",1599,"Ayuntamiento Ceclavín","TRUE","TRUE","TRUE"
"1651","P1006300F",1600,"Ayuntamiento Cedillo","TRUE","TRUE","TRUE"
"1652","P1006400D",1601,"Ayuntamiento Cerezo","TRUE","TRUE","TRUE"
"1653","P1006500A",1602,"Ayuntamiento Cilleros","TRUE","TRUE","TRUE"
"1654","P1006600I",1603,"Ayuntamiento Collado de la Vera","TRUE","TRUE","TRUE"
"1655","P1006700G",1604,"Ayuntamiento Conquista de la Sierra","TRUE",NA,NA
"1656","P1006900C",1606,"Ayuntamiento Cuacos de Yuste","TRUE","TRUE","TRUE"
"1657","P1007000A",1607,"Ayuntamiento La Cumbre","TRUE","TRUE",NA
"1658","P1007100I",1608,"Ayuntamiento Deleitosa","TRUE","TRUE",NA
"1659","P1007200G",1609,"Ayuntamiento Descargamaría","TRUE","TRUE","TRUE"
"1660","P1007300E",1610,"Ayuntamiento Eljas","TRUE","TRUE","TRUE"
"1661","P1007400C",1611,"Ayuntamiento Escurial","TRUE","TRUE","TRUE"
"1662","P1007600H",1612,"Ayuntamiento Fresnedoso de Ibor","TRUE","TRUE",NA
"1663","P1007700F",1613,"Ayuntamiento Galisteo","TRUE","TRUE","TRUE"
"1664","P1007800D",1614,"Ayuntamiento Garciaz","TRUE","TRUE","TRUE"
"1665","P1007900B",1615,"Ayuntamiento La Garganta","TRUE","TRUE","TRUE"
"1666","P1008000J",1616,"Ayuntamiento Garganta la Olla","TRUE","TRUE","TRUE"
"1667","P1008100H",1617,"Ayuntamiento Gargantilla","TRUE","TRUE","TRUE"
"1668","P1008200F",1618,"Ayuntamiento Gargüera","TRUE","TRUE","TRUE"
"1669","P1008300D",1619,"Ayuntamiento Garrovillas de Alconétar","TRUE","TRUE","TRUE"
"1670","P1008400B",1620,"Ayuntamiento Garvín","TRUE","TRUE","TRUE"
"1671","P1008500I",1621,"Ayuntamiento Gata","TRUE","TRUE","TRUE"
"1672","P1008600G",1622,"Ayuntamiento El Gordo","TRUE","TRUE",NA
"1673","P1008800C",1623,"Ayuntamiento La Granja","TRUE","TRUE","TRUE"
"1674","P1009000I",1624,"Ayuntamiento Guadalupe","TRUE","TRUE","TRUE"
"1675","P1009100G",1625,"Ayuntamiento Guijo de Coria","TRUE","TRUE","TRUE"
"1676","P1009200E",1626,"Ayuntamiento Guijo de Galisteo","TRUE","TRUE","TRUE"
"1677","P1009300C",1627,"Ayuntamiento Guijo de Granadilla","TRUE","TRUE","TRUE"
"1678","P1009400A",1628,"Ayuntamiento Guijo de Santa Bárbara","TRUE",NA,NA
"1679","P1009500H",1629,"Ayuntamiento Herguijuela","TRUE",NA,NA
"1680","P1009600F",1630,"Ayuntamiento Hernán-Pérez","TRUE","TRUE","TRUE"
"1681","P1009700D",1631,"Ayuntamiento Herrera de Alcántara","TRUE","TRUE","TRUE"
"1682","P1009800B",1632,"Ayuntamiento Herreruela","TRUE","TRUE","TRUE"
"1683","P1010000F",1634,"Ayuntamiento Higuera","TRUE","TRUE","TRUE"
"1684","P1010100D",1635,"Ayuntamiento Hinojal","TRUE","TRUE","TRUE"
"1685","P1010200B",1636,"Ayuntamiento Holguera","TRUE","TRUE","TRUE"
"1686","P1010300J",1637,"Ayuntamiento Hoyos","TRUE","TRUE","TRUE"
"1687","P1010400H",1638,"Ayuntamiento Huélaga","TRUE","TRUE","TRUE"
"1688","P1010500E",1639,"Ayuntamiento Ibahernando","TRUE","TRUE","TRUE"
"1689","P1010600C",1640,"Ayuntamiento Jaraicejo","TRUE","TRUE","TRUE"
"1690","P1010800I",1642,"Ayuntamiento Jarandilla de la Vera","TRUE","TRUE","TRUE"
"1691","P1010900G",1643,"Ayuntamiento Jarilla","TRUE","TRUE","TRUE"
"1692","P1011000E",1644,"Ayuntamiento Jerte","TRUE","TRUE","TRUE"
"1693","P1011200A",1646,"Ayuntamiento Logrosán","TRUE","TRUE","TRUE"
"1694","P1011300I",1647,"Ayuntamiento Losar de la Vera","TRUE","TRUE",NA
"1695","P1011400G",1648,"Ayuntamiento Madrigal de la Vera","TRUE","TRUE","TRUE"
"1696","P1011500D",1649,"Ayuntamiento Madrigalejo","TRUE","TRUE","TRUE"
"1697","P1011600B",1650,"Ayuntamiento Madroñera","TRUE",NA,NA
"1698","P1011700J",1651,"Ayuntamiento Majadas","TRUE","TRUE","TRUE"
"1699","P1011800H",1652,"Ayuntamiento Malpartida de Cáceres","TRUE","TRUE","TRUE"
"1700","P1011900F",1653,"Ayuntamiento Malpartida de Plasencia","TRUE","TRUE","TRUE"
"1701","P1012000D",1654,"Ayuntamiento Marchagaz","TRUE","TRUE","TRUE"
"1702","P1012100B",1655,"Ayuntamiento Mata de Alcántara","TRUE","TRUE","TRUE"
"1703","P1012300H",1657,"Ayuntamiento Mesas de Ibor","TRUE","TRUE",NA
"1704","P1012400F",1658,"Ayuntamiento Miajadas","TRUE","TRUE","TRUE"
"1705","P1012500C",1659,"Ayuntamiento Millanes","TRUE","TRUE","TRUE"
"1706","P1012600A",1660,"Ayuntamiento Mirabel","TRUE","TRUE","TRUE"
"1707","P1012700I",1661,"Ayuntamiento Mohedas de Granadilla","TRUE","TRUE","TRUE"
"1708","P1012800G",1662,"Ayuntamiento Monroy","TRUE","TRUE","TRUE"
"1709","P1012900E",1663,"Ayuntamiento Montánchez","TRUE","TRUE","TRUE"
"1710","P1013000C",1664,"Ayuntamiento Montehermoso","TRUE","TRUE",NA
"1711","P1013100A",1665,"Ayuntamiento Moraleja","TRUE","TRUE","TRUE"
"1712","P1013200I",1666,"Ayuntamiento Morcillo","TRUE","TRUE","TRUE"
"1713","P1013300G",1667,"Ayuntamiento Navaconcejo","TRUE","TRUE","TRUE"
"1714","P1013400E",1668,"Ayuntamiento Navalmoral de la Mata","TRUE","TRUE","TRUE"
"1715","P1013500B",1669,"Ayuntamiento Navalvillar de Ibor","TRUE","TRUE","TRUE"
"1716","P1013600J",1670,"Ayuntamiento Navas del Madroño","TRUE","TRUE","TRUE"
"1717","P1013700H",1671,"Ayuntamiento Navezuelas","TRUE","TRUE","TRUE"
"1718","P1013800F",1672,"Ayuntamiento Nuñomoral","TRUE","TRUE",NA
"1719","P1013900D",1673,"Ayuntamiento Oliva de Plasencia","TRUE","TRUE","TRUE"
"1720","P1014000B",1674,"Ayuntamiento Palomero","TRUE","TRUE","TRUE"
"1721","P1014100J",1675,"Ayuntamiento Pasarón de la Vera","TRUE","TRUE","TRUE"
"1722","P1014200H",1676,"Ayuntamiento Pedroso de Acim","TRUE","TRUE","TRUE"
"1723","P1014300F",1677,"Ayuntamiento Peraleda de la Mata","TRUE","TRUE","TRUE"
"1724","P1014400D",1678,"Ayuntamiento Peraleda de San Román","TRUE","TRUE","TRUE"
"1725","P1014500A",1679,"Ayuntamiento Perales del Puerto","TRUE","TRUE","TRUE"
"1726","P1014600I",1680,"Ayuntamiento Pescueza","TRUE","TRUE","TRUE"
"1727","P1014700G",1681,"Ayuntamiento La Pesga","TRUE","TRUE","TRUE"
"1728","P1014800E",1682,"Ayuntamiento Piedras Albas","TRUE","TRUE","TRUE"
"1729","P1014900C",1683,"Ayuntamiento Pinofranqueado","TRUE","TRUE","TRUE"
"1730","P1015100I",1685,"Ayuntamiento Plasencia","TRUE","TRUE","TRUE"
"1731","P1015200G",1686,"Ayuntamiento Plasenzuela","TRUE","TRUE","TRUE"
"1732","P1015300E",1687,"Ayuntamiento Portaje","TRUE","TRUE","TRUE"
"1733","P1015400C",1688,"Ayuntamiento Portezuelo","TRUE","TRUE","TRUE"
"1734","P1015500J",1689,"Ayuntamiento Pozuelo de Zarzón","TRUE","TRUE","TRUE"
"1735","P1015600H",1690,"Ayuntamiento Puerto de Santa Cruz","TRUE","TRUE","TRUE"
"1736","P1015700F",1691,"Ayuntamiento Rebollar","TRUE","TRUE","TRUE"
"1737","P1015800D",1693,"Ayuntamiento Riolobos","TRUE","TRUE","TRUE"
"1738","P1015900B",1694,"Ayuntamiento Robledillo de Gata","TRUE","TRUE","TRUE"
"1739","P1016000J",1695,"Ayuntamiento Robledillo de la Vera","TRUE","TRUE",NA
"1740","P1016100H",1696,"Ayuntamiento Robledillo de Trujillo","TRUE","TRUE","TRUE"
"1741","P1016200F",1697,"Ayuntamiento Robledollano","TRUE","TRUE",NA
"1742","P1016400B",1700,"Ayuntamiento Ruanes","TRUE","TRUE",NA
"1743","P1016500I",1701,"Ayuntamiento Salorino","TRUE","TRUE",NA
"1744","P1016600G",1702,"Ayuntamiento Salvatierra de Santiago","TRUE","TRUE","TRUE"
"1745","P1016700E",1703,"Ayuntamiento San Martín de Trevejo","TRUE","TRUE","TRUE"
"1746","P1016800C",1704,"Ayuntamiento Santa Ana","TRUE","TRUE","TRUE"
"1747","P1016900A",1705,"Ayuntamiento Santa Cruz de la Sierra","TRUE","TRUE","TRUE"
"1748","P1017000I",1706,"Ayuntamiento Santa Cruz de Paniagua","TRUE","TRUE","TRUE"
"1749","P1017100G",1707,"Ayuntamiento Santa Marta de Magasca","TRUE","TRUE","TRUE"
"1750","P1017200E",1708,"Ayuntamiento Santiago de Alcántara","TRUE",NA,NA
"1751","P1017300C",1709,"Ayuntamiento Santiago del Campo","TRUE","TRUE","TRUE"
"1752","P1017400A",1710,"Ayuntamiento Santibáñez el Alto","TRUE","TRUE","TRUE"
"1753","P1017500H",1711,"Ayuntamiento Santibáñez el Bajo","TRUE","TRUE","TRUE"
"1754","P1017600F",1712,"Ayuntamiento Saucedilla","TRUE","TRUE","TRUE"
"1755","P1017700D",1713,"Ayuntamiento Segura de Toro","TRUE","TRUE","TRUE"
"1756","P1017800B",1714,"Ayuntamiento Serradilla","TRUE","TRUE","TRUE"
"1757","P1017900J",1715,"Ayuntamiento Serrejón","TRUE","TRUE","TRUE"
"1758","P1018000H",1716,"Ayuntamiento Sierra de Fuentes","TRUE","TRUE","TRUE"
"1759","P1018100F",1717,"Ayuntamiento Talaván","TRUE","TRUE","TRUE"
"1760","P1018300B",1718,"Ayuntamiento Talaveruela de la Vera","TRUE","TRUE",NA
"1761","P1018400J",1719,"Ayuntamiento Talayuela","TRUE","TRUE","TRUE"
"1762","P1018500G",1720,"Ayuntamiento Tejeda de Tiétar","TRUE","TRUE","TRUE"
"1763","P1018600E",1721,"Ayuntamiento Toril","TRUE","TRUE","TRUE"
"1764","P1018700C",1722,"Ayuntamiento Tornavacas","TRUE","TRUE","TRUE"
"1765","P1018800A",1723,"Ayuntamiento El Torno","TRUE","TRUE","TRUE"
"1766","P1018900I",1726,"Ayuntamiento Torrecilla de los Ángeles","TRUE","TRUE","TRUE"
"1767","P1019000G",1727,"Ayuntamiento Torrecillas de la Tiesa","TRUE","TRUE","TRUE"
"1768","P1019100E",1724,"Ayuntamiento Torre de Don Miguel","TRUE","TRUE","TRUE"
"1769","P1019200C",1725,"Ayuntamiento Torre de Santa María","TRUE","TRUE","TRUE"
"1770","P1019400I",1728,"Ayuntamiento Torrejón el Rubio","TRUE",NA,NA
"1771","P1019500F",1730,"Ayuntamiento Torremenga","TRUE","TRUE","TRUE"
"1772","P1019600D",1731,"Ayuntamiento Torremocha","TRUE","TRUE","TRUE"
"1773","P1019700B",1732,"Ayuntamiento Torreorgaz","TRUE","TRUE","TRUE"
"1774","P1019800J",1733,"Ayuntamiento Torrequemada","TRUE","TRUE","TRUE"
"1775","P1019900H",1734,"Ayuntamiento Trujillo","TRUE","TRUE","TRUE"
"1776","P1020000D",1735,"Ayuntamiento Valdastillas","TRUE","TRUE","TRUE"
"1777","P1020100B",1736,"Ayuntamiento Valdecañas de Tajo","TRUE","TRUE","TRUE"
"1778","P1020200J",1737,"Ayuntamiento Valdefuentes","TRUE","TRUE",NA
"1779","P1020300H",1738,"Ayuntamiento Valdehúncar","TRUE","TRUE","TRUE"
"1780","P1020400F",1739,"Ayuntamiento Valdelacasa de Tajo","TRUE","TRUE","TRUE"
"1781","P1020500C",1740,"Ayuntamiento Valdemorales","TRUE","TRUE","TRUE"
"1782","P1020600A",1741,"Ayuntamiento Valdeobispo","TRUE","TRUE","TRUE"
"1783","P1020800G",1743,"Ayuntamiento Valverde de la Vera","TRUE","TRUE","TRUE"
"1784","P1020900E",1744,"Ayuntamiento Valverde del Fresno","TRUE","TRUE","TRUE"
"1785","P1021000C",1745,"Ayuntamiento Viandar de la Vera","TRUE","TRUE",NA
"1786","P1021100A",1746,"Ayuntamiento Villa del Campo","TRUE","TRUE","TRUE"
"1787","P1021200I",1747,"Ayuntamiento Villa del Rey","TRUE","TRUE","TRUE"
"1788","P1021300G",1748,"Ayuntamiento Villamesías","TRUE","TRUE","TRUE"
"1789","P1021400E",1749,"Ayuntamiento Villamiel","TRUE","TRUE","TRUE"
"1790","P1021500B",1750,"Ayuntamiento Villanueva de la Sierra","TRUE","TRUE",NA
"1791","P1021600J",1751,"Ayuntamiento Villanueva de la Vera","TRUE",NA,NA
"1792","P1021700H",1753,"Ayuntamiento Villar del Pedroso","TRUE","TRUE","TRUE"
"1793","P1021800F",1752,"Ayuntamiento Villar de Plasencia","TRUE","TRUE","TRUE"
"1794","P1021900D",1754,"Ayuntamiento Villasbuenas de Gata","TRUE","TRUE","TRUE"
"1795","P1022000B",1755,"Ayuntamiento Zarza de Granadilla","TRUE","TRUE","TRUE"
"1796","P1022100J",1756,"Ayuntamiento Zarza de Montánchez","TRUE","TRUE",NA
"1797","P1022200H",1757,"Ayuntamiento Zarza la Mayor","TRUE","TRUE","TRUE"
"1798","P1022300F",1758,"Ayuntamiento Zorita","TRUE","TRUE","TRUE"
"1799","P1100010F",1791,"Ayuntamiento San José del Valle","TRUE","TRUE",NA
"1800","P1100028H",1781,"Ayuntamiento La Línea de la Concepción","TRUE",NA,NA
"1801","P1100031B",1801,"Ayuntamiento Villamartín","TRUE",NA,"TRUE"
"1802","P1100035C",1798,"Ayuntamiento Ubrique","TRUE",NA,NA
"1803","P1100200C",1760,"Ayuntamiento Alcalá del Valle","TRUE","TRUE",NA
"1804","P1100300A",1761,"Ayuntamiento Algar","TRUE",NA,"TRUE"
"1805","P1100800J",1766,"Ayuntamiento Los Barrios","TRUE","TRUE","TRUE"
"1806","P1100900H",1768,"Ayuntamiento Benaocaz","TRUE",NA,NA
"1807","P1101000F",1769,"Ayuntamiento Bornos","TRUE","TRUE",NA
"1808","P1101100D",1770,"Ayuntamiento El Bosque","TRUE",NA,NA
"1809","P1101300J",1772,"Ayuntamiento Castellar de la Frontera","TRUE","TRUE",NA
"1810","P1101500E",1773,"Ayuntamiento Chiclana de la Frontera","TRUE",NA,NA
"1811","P1101600C",1774,"Ayuntamiento Chipiona","TRUE",NA,NA
"1812","P1101700A",1776,"Ayuntamiento Espera","TRUE","TRUE","TRUE"
"1813","P1101800I",1777,"Ayuntamiento El Gastor","TRUE","TRUE","TRUE"
"1814","P1101900G",1778,"Ayuntamiento Grazalema","TRUE",NA,NA
"1815","P1102100C",1780,"Ayuntamiento Jimena de la Frontera","TRUE",NA,NA
"1816","P1102400G",1783,"Ayuntamiento Olvera","TRUE","TRUE",NA
"1817","P1102500D",1784,"Ayuntamiento Paterna de Rivera","TRUE","TRUE",NA
"1818","P1102600B",1785,"Ayuntamiento Prado del Rey","TRUE",NA,NA
"1819","P1103300H",1792,"Ayuntamiento San Roque","TRUE","TRUE",NA
"1820","P1103400F",1794,"Ayuntamiento Setenil de las Bodegas","TRUE","TRUE",NA
"1821","P1103600A",1796,"Ayuntamiento Torre Alháquime","TRUE","TRUE",NA
"1822","P1103700I",1797,"Ayuntamiento Trebujena","TRUE","TRUE",NA
"1823","P1103900E",1799,"Ayuntamiento Vejer de la Frontera","TRUE",NA,NA
"1824","P1104000C",1800,"Ayuntamiento Villaluenga del Rosario","TRUE","TRUE","TRUE"
"1825","P1200100D",1819,"Ayuntamiento Atzeneta del Maestrat","TRUE","TRUE","TRUE"
"1826","P1200200B",1803,"Ayuntamiento Aín","TRUE","TRUE","TRUE"
"1827","P1200300J",1804,"Ayuntamiento Albocàsser","TRUE","TRUE",NA
"1828","P1200400H",1805,"Ayuntamiento Alcalà de Xivert","TRUE","TRUE","TRUE"
"1829","P1200500E",1806,"Ayuntamiento L'Alcora","TRUE","TRUE","TRUE"
"1830","P1200600C",1807,"Ayuntamiento Alcudia de Veo","TRUE","TRUE","TRUE"
"1831","P1200700A",1808,"Ayuntamiento Alfondeguilla","TRUE","TRUE","TRUE"
"1832","P1200800I",1809,"Ayuntamiento Algimia de Almonacid","TRUE","TRUE","TRUE"
"1833","P1201000E",1811,"Ayuntamiento Almedíjar","TRUE","TRUE","TRUE"
"1834","P1201100C",1812,"Ayuntamiento Almenara","TRUE","TRUE","TRUE"
"1835","P1201200A",1814,"Ayuntamiento Altura","TRUE","TRUE",NA
